X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,FID
-79.41639029,43.77954538,7455132,1311119,2012,2012-08-21T04:00:00.000Z,940,9,FINCH AVE W,YONGE ST, ,Major Arterial,North York,43.77954538,-79.41639029,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,25,North,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D32,Willowdale (23),23,37,Willowdale West (37),435
-79.39149029,43.78204538,7462017,1314089,2012,2012-09-10T04:00:00.000Z,943,9,3133 BAYVIEW AVE,BYNG AVE, ,Major Arterial,North York,43.78204538,-79.39149029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,29,West,Other, , , ,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D33,Willowdale (24),24,52,Bayview Village (52),436
-79.272052859999988,43.74217184,8000222,143440580,2014,2014-12-07T05:00:00.000Z,944,9,KENNEDY RD,RANSTONE GDNS, ,Major Arterial,Scarborough,43.74217184,-79.27205286,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,80 to 84,Fatal,46,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,D41,Scarborough Centre (37),37,125,Ionview (125),437
-79.44649134,43.71564444,5792840,1121624,2009,2009-08-27T04:00:00.000Z,947,9,LAWRENCE AVE W,MARLEE AVE, ,Major Arterial,North York,43.71564444,-79.44649134,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,22,South,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D32,Eglinton-Lawrence (15),15,31,Yorkdale-Glen Park (31),438
-79.28891382,43.67274817,80504003,6000755736,2016,2016-05-03T04:00:00.000Z,948,9,3 SPRUCE HILL RD, , ,Local,Toronto East York,43.67274817,-79.28891382,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,30,Unknown, , , , ,Pedestrian hit at parking lot,Other,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D55,Beaches-East York (32),32,63,The Beaches (63),439
-79.33479029,43.71094538,4250203,1004342,2007,2007-11-23T05:00:00.000Z,950,9,DON MILLS RD,OVERLEA BLVD, ,Major Arterial,North York,43.71094538,-79.33479029,Mid-Block, ,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,0,West,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Unknown, , , ,Yes, , , , ,Yes, , , , , , , ,D54,Don Valley West (26),26,44,Flemingdon Park (44),440
-79.39087305,43.77930411,80756919,7000961019,2017,2017-05-31T04:00:00.000Z,950,9,BAYVIEW AVE,BURLEIGH HEIGHTS DR, ,Major Arterial,North York,43.77930411,-79.39087305,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,25,West, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D33,Willowdale (24),24,52,Bayview Village (52),441
-79.35472498,43.79265173,80000079,6000441684,2016,2016-03-14T04:00:00.000Z,952,9,DON MILLS RD,FINCH AVE E, ,Major Arterial,North York,43.79265173,-79.35472498,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Angle,Passenger,55 to 59,Fatal,17, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,D33,Don Valley East (33),33,47,Don Valley Village (47),442
-79.41399775,43.78960379,80485352,6000243323,2016,2016-02-10T05:00:00.000Z,954,9,WEDGEWOOD DR,TOBRUK CRES, ,Local,North York,43.78960379,-79.41399775,Intersection, ,Stop Sign,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,12,West, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,D32,Willowdale (24),24,50,Newtonbrook East (50),443
-79.50963984,43.73960074,80681738,7000395986,2017,2017-03-04T05:00:00.000Z,1001,10,SHEPPARD AVE W,MAGELLAN DR, ,Major Arterial,North York,43.73960074,-79.50963984,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,11,North, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,D31,York Centre (9),9,25,Glenfield-Jane Heights (25),444
-79.52429029,43.75594538,4217302,990014,2007,2007-09-13T04:00:00.000Z,1005,10,OAKDALE RD,FINCH AVE W, ,Major Arterial,North York,43.75594538,-79.52429029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,0,South,Other, , , ,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Unknown, , , ,Yes, , , ,Yes, , , , , , , , ,D31,York West (8),8,24,Black Creek (24),445
-79.34279261,43.6676441,7870081,1378332,2013,2013-10-01T04:00:00.000Z,1006,10,GERRARD ST E,CARLAW AVE, ,Minor Arterial,Toronto East York,43.6676441,-79.34279261,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,44,West, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,D55,Toronto-Danforth (30),30,68,North Riverdale (68),446
-79.55869029,43.716245379999982,4406116,997564,2007,2007-10-19T04:00:00.000Z,1010,10,BERGAMOT AVE,ISLINGTON AVE, ,Collector,Etobicoke York,43.71624538,-79.55869029,Mid-Block, ,No Control,Rain,Daylight,Wet,Fatal,Approaching,Passenger,80 to 84,Fatal,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,D23,Etobicoke North (2),2,4,Rexdale-Kipling (4),447
-79.55869029,43.716245379999982,4406117,997564,2007,2007-10-19T04:00:00.000Z,1010,10,BERGAMOT AVE,ISLINGTON AVE, ,Collector,Etobicoke York,43.71624538,-79.55869029,Mid-Block, ,No Control,Rain,Daylight,Wet,Fatal,Approaching,Passenger,80 to 84,Fatal,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,D23,Etobicoke North (2),2,4,Rexdale-Kipling (4),448
-79.24470148,43.73741873,80198604,3001029733,2013,2013-11-24T05:00:00.000Z,1018,10,EGLINTON AVE E,OSWEGO RD, ,Major Arterial,Scarborough,43.73741873,-79.24470148,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,30 to 34,Fatal,57, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D43,Scarborough Southwest (35),35,138,Eglinton East (138),449
-79.503604989999985,43.76023825,80498706,6000261829,2016,2016-02-13T05:00:00.000Z,1018,10,FINCH AVE W,TOBERMORY DR,450 m East of,Major Arterial,North York,43.76023825,-79.50360499,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,11,South, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D31,York West (8),8,27,York University Heights (27),450
-79.42775355,43.70051916,7884436,1384474,2013,2013-10-30T04:00:00.000Z,1022,10,CHILTERN HILL RD,EGLINTON AVE W, ,Major Arterial,Toronto East York,43.70051916,-79.42775355,Intersection, ,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,50,West, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D13,St. Paul's (21),21,106,Humewood-Cedarvale (106),451
-79.38077174,43.64982184,80657505,7000337302,2017,2017-02-23T05:00:00.000Z,1022,10,ADELAIDE ST W,BAY ST, ,Major Arterial,Toronto East York,43.64982184,-79.38077174,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,8,East, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D52,Toronto Centre-Rosedale (28),28,76,Bay Street Corridor (76),452
-79.40389029,43.647245379999987,6583562,1212031,2011,2011-01-11T05:00:00.000Z,1023,10,QUEEN ST W,BATHURST ST, ,Major Arterial,Toronto East York,43.64724538,-79.40389029,Intersection,At Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,unknown,Fatal,1,North,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Unknown, , , ,Yes, , , , ,Yes, , , , , , , ,D14,Trinity-Spadina (20),20,78,Kensington-Chinatown (78),453
-79.33072291,43.8041149,80000034,142454660,2014,2014-07-08T04:00:00.000Z,1024,10,MCNICOLL AVE,PHARMACY AVE, ,Minor Arterial,Scarborough,43.8041149,-79.33072291,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,85 to 89,Fatal,15, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,D42,Scarborough-Agincourt (39),39,116,Steeles (116),454
-79.44320307,43.7163082,80000053,143084786,2014,2014-10-11T04:00:00.000Z,1024,10,LAWRENCE AVE W,ALLEN X N LAWRENCE RAMP, ,Major Arterial,North York,43.7163082,-79.44320307,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,34,South, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal, , , ,Yes, , , , ,Yes, , , , , , , ,D13,Eglinton-Lawrence (15),15,32,Englemount-Lawrence (32),455
-79.316890289999989,43.821345380000011,5335447,1027306,2008,2008-02-28T05:00:00.000Z,1025,10,BIRCHMOUNT RD,STEELES AVE E, ,Major Arterial,Scarborough,43.82134538,-79.31689029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,60 to 64,Fatal,12,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,D42,Scarborough-Agincourt (39),39,116,Steeles (116),456
-79.41639029,43.783245379999983,5414745,1062415,2008,2008-10-02T04:00:00.000Z,1025,10,YONGE ST,BISHOP AVE, ,Major Arterial,North York,43.78324538,-79.41639029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,43,West,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Willowdale (24),24,50,Newtonbrook East (50),457
-79.59689029,43.75934538,4273443,957566,2007,2007-03-07T05:00:00.000Z,1027,10,STEELES AVE W,GIHON SPRING DR, ,Major Arterial,Etobicoke York,43.75934538,-79.59689029,Intersection, ,No Control,Clear,Daylight,Other,Fatal,Approaching,Driver,60 to 64,Fatal,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D23,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2),458
-79.20709029,43.76754538,6145164,1169790,2010,2010-05-25T04:00:00.000Z,1028,10,ORTON PARK RD,AMBOY RD, ,Minor Arterial,Scarborough,43.76754538,-79.20709029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,50 to 54,Fatal,19,North,Motorcycle,Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes,Yes, , , , , , , , , ,D43,Scarborough East (43),43,135,Morningside (135),459
-79.52117548,43.59996374,80485310,6000188538,2016,2016-02-01T05:00:00.000Z,1033,10,BIRMINGHAM ST,TWENTY FIRST ST, ,Collector,Etobicoke York,43.59996374,-79.52117548,Intersection, ,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,85 to 89,Fatal,9,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,D22,Etobicoke-Lakeshore (6),6,18,New Toronto (18),460
-79.4351388,43.63334997,80488952,5001538313,2015,2015-09-06T04:00:00.000Z,1034,10,LAKE SHORE BLVD W,JAMESON AVE,1 m West of,Major Arterial,Toronto East York,43.63334997,-79.4351388,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,55 to 59,Fatal,42,East,Motorcycle,Going Ahead,Lost control,Unknown, , , , , , , , , ,Yes, , , , , , , , , ,D14,Parkdale-High Park (14),14,85,South Parkdale (85),461
-79.38669029,43.69924538,5391374,1052382,2008,2008-08-09T04:00:00.000Z,1035,10,BALLIOL ST,MOUNT PLEASANT RD, ,Major Arterial,Toronto East York,43.69924538,-79.38669029,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,35,North,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, ,Yes, , ,Yes, ,Yes, , , ,D53,St. Paul's (22),22,99,Mount Pleasant East (99),462
-79.47915278,43.66995962,80565309,6001731128,2016,2016-09-29T04:00:00.000Z,1040,10,2336 ST CLAIR AVE W, , ,Major Arterial,Etobicoke York,43.66995962,-79.47915278,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Sideswipe,Driver,70 to 74,Fatal,58,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,D11,York South-Weston (11),11,90,Junction Area (90),463
-79.27019129,43.71194418,7780425,1338700,2013,2013-02-02T05:00:00.000Z,1041,10,550 BIRCHMOUNT RD, , ,Minor Arterial,Scarborough,43.71194418,-79.27019129,Mid-Block, ,No Control,Snow,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,4,South, , , , ,Pedestrian hit at private driveway,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D41,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120),464
-79.46319029,43.67404538,5228974,1099856,2009,2009-04-17T04:00:00.000Z,1045,10,TOWNSLEY ST,OLD WESTON RD, ,Local,Etobicoke York,43.67404538,-79.46319029,Intersection, ,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,12,North,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D12,Davenport (17),17,91,Weston-Pellam Park (91),465
-79.43368922,43.64974554,7781197,1339180,2013,2013-02-06T05:00:00.000Z,1045,10,DUNDAS ST W,SHERIDAN AVE, ,Minor Arterial,Toronto East York,43.64974554,-79.43368922,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,5,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, , , ,Yes, , , , , , , , ,D11,Davenport (18),18,84,Little Portugal (84),466
-79.351352790000021,43.66245611,7868316,1377536,2013,2013-09-26T04:00:00.000Z,1050,10,BROADVIEW AVE,DUNDAS ST E, ,Minor Arterial,Toronto East York,43.66245611,-79.35135279,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,43,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D55,Toronto-Danforth (30),30,70,South Riverdale (70),467
-79.260021310000013,43.73402365,80757181,7001287888,2017,2017-07-18T04:00:00.000Z,1054,10,EGLINTON AVE E,MIDLAND AVE,150 m West of,Major Arterial,Scarborough,43.73402365,-79.26002131,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,30,Unknown, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal, , , ,Yes, , , , ,Yes, , , , , , , ,D41,Scarborough Southwest (35),35,124,Kennedy Park (124),468
-79.246090289999984,43.75534538,4209597,986718,2007,2007-08-05T04:00:00.000Z,1055,10,LAWRENCE AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,43.75534538,-79.24609029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,0,North,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D43,Scarborough Centre (38),38,127,Bendale (127),469
-79.397290289999987,43.65094538,6254162,1189134,2010,2010-09-14T04:00:00.000Z,1055,10,SPADINA AVE,SULLIVAN ST, ,Major Arterial,Toronto East York,43.65094538,-79.39729029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,30,West,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Unknown, , , ,Yes, , , , ,Yes, , , , , , , ,D14,Trinity-Spadina (20),20,78,Kensington-Chinatown (78),470
-79.25768671,43.80984457,7853346,1371107,2013,2013-08-18T04:00:00.000Z,1055,10,FINCH Ave E,MIDDLEFIELD Rd, ,Major Arterial,Scarborough,43.80984457,-79.25768671,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,32,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D42,Scarborough-Rouge River (41),41,129,Agincourt North (129),471
-79.24304591,43.72044333,80781222,7001544325,2017,2017-08-26T04:00:00.000Z,1055,10,3738 ST CLAIR AVE E, , ,Minor Arterial, ,43.72044333,-79.24304591,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,37,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Drugs", , , , , , , , ,Yes, , , , , , , , , , ,D41,Scarborough Southwest (36),36,123,Cliffcrest (123),472
-79.45887385,43.732020929999983,80741712,7000637893,2017,2017-04-11T04:00:00.000Z,1056,10,WILSON AVE,DUFFERIN ST,10 m west,Major Arterial,North York,43.73202093,-79.45887385,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,16,East, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,D32,York Centre (9),9,33,Clanton Park (33),473
-79.2543603,43.73533209,80565364,6001750735,2016,2016-10-02T04:00:00.000Z,1058,10,EGLINTON AVE E,WINTER AVE, ,Major Arterial,Scarborough,43.73533209,-79.2543603,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,60,South, , , , ,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Medical or Physical Disability, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D41,Scarborough Southwest (35),35,124,Kennedy Park (124),474
-79.50344477,43.70156439,80495064,5002147377,2015,2015-12-15T05:00:00.000Z,1100,11,JANE ST,SPEERS AVE, ,Major Arterial,Etobicoke York,43.70156439,-79.50344477,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,80 to 84,Fatal,63, , , , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,D12,York South-Weston (12),12,30,Brookhaven-Amesbury (30),475
-79.430973149999986,43.67471274,80565929,6001813893,2016,2016-10-12T04:00:00.000Z,1109,11,DAVENPORT RD,OSSINGTON AVE, ,Minor Arterial,Toronto East York,43.67471274,-79.43097315,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,64,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D13,St. Paul's (21),21,94,Wychwood (94),476
-79.56499029,43.68434538,5307145,1012988,2008,2008-01-05T05:00:00.000Z,1935,19,SANDWELL DR,THE WESTWAY, ,Local,Etobicoke York,43.68434538,-79.56499029,Mid-Block, ,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,2,West,Other, , , ,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke Centre (4),4,7,Willowridge-Martingrove-Richview (7),477
-79.25989029,43.71684538,6281001,1206992,2010,2010-12-11T05:00:00.000Z,1935,19,ST CLAIR AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.71684538,-79.25989029,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,40,East,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive, , , ,Yes, , , , ,Yes, , , , , , , ,D41,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120),478
-79.57007227,43.76041754,80485355,2015375108,2015,2015-03-04T05:00:00.000Z,1935,19,MILLWICK DR,PLUNKETT RD, ,Minor Arterial,Etobicoke York,43.76041754,-79.57007227,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,9,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , , , , , , , , , , ,D31,York West (7),7,21,Humber Summit (21),479
-79.32031641,43.77589377,80497128,6000101056,2016,2016-01-17T05:00:00.000Z,1935,19,SHEPPARD AVE E,CHICHESTER PL, ,Major Arterial,Scarborough,43.77589377,-79.32031641,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,4,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D42,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118),480
-79.52429029,43.62154538,6846606,1256815,2011,2011-08-31T04:00:00.000Z,1937,19,THE QUEENSWAY,CULNAN AVE, ,Major Arterial,Etobicoke York,43.62154538,-79.52429029,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Other,Passenger,75 to 79,Fatal,26,Unknown,Other,Other, , , , , , , , , , , , , , , ,Yes, , , , , ,D22,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14),481
-79.26018915,43.73405035,80565355,6001753301,2016,2016-10-02T04:00:00.000Z,1940,19,EGLINTON AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.73405035,-79.26018915,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,59,South, , , , ,Pedestrian hit at mid-block,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Southwest (35),35,124,Kennedy Park (124),482
-79.45506678,43.77144201,7871586,1379013,2013,2013-10-05T04:00:00.000Z,1945,19,FINCH AVE W,WILMINGTON AVE, ,Major Arterial,North York,43.77144201,-79.45506678,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,45,South, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Unknown, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D32,York Centre (10),10,35,Westminster-Branson (35),483
-79.31849029,43.79604538,4274118,996032,2007,2007-10-10T04:00:00.000Z,1946,19,FINCH AVE E,BRIDLETOWNE CRCL, ,Major Arterial,Scarborough,43.79604538,-79.31849029,Mid-Block, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,0,South,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D42,Scarborough-Agincourt (40),40,117,L'Amoreaux (117),484
-79.242590289999981,43.72064538,4274636,1004306,2007,2007-11-23T05:00:00.000Z,1947,19,ST CLAIR AVE E,BRIMLEY RD, ,Minor Arterial,Scarborough,43.72064538,-79.24259029,Mid-Block, ,No Control,Clear,Dark,Other,Fatal,SMV Unattended Vehicle,Passenger,20 to 24,Fatal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,D41,Scarborough Southwest (36),36,123,Cliffcrest (123),485
-79.517582039999979,43.66137655,80545849,6001289424,2016,2016-07-22T04:00:00.000Z,1948,19,ROYAL YORK RD,STRATH HUMBER CRT,12.5 M S of,Minor Arterial,Etobicoke York,43.66137655,-79.51758204,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,47,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes,Yes, , , ,Yes,Yes,Yes, , , ,D22,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9),486
-79.40948878,43.656097009999989,80566371,6001951366,2016,2016-11-02T04:00:00.000Z,1948,19,486 COLLEGE ST, , ,Major Arterial,Toronto East York,43.65609701,-79.40948878,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,69,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D14,Trinity-Spadina (19),19,81,Trinity-Bellwoods (81),487
